,Title,Location,Start_Date,End_Date,Filter,URL
180,Men's Golf UofSC vs. Augusta Haskins Award Inv. R3,"Forest Hills Golf Club - Augusta, Ga.",2023-04-2 9:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
181,Women's Volleyball UofSC vs. Clemson,,2023-04-2 00:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
182,Women's Tennis UofSC vs. Missouri,"Columbia, SC",2023-04-2 11:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
183,Softball UofSC vs. Florida,"Columbia, S.C.",2023-04-2 13:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
184,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C. ",2023-04-3 9:00:00,2023-04-3 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
185,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C.",2023-04-4 9:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
186,Baseball UofSC vs. North Carolina,"Charlotte, N.C. (Truist Field)",2023-04-4 19:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
187,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
188,Baseball UofSC vs. LSU,"Columbia, S.C.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
189,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-7 19:00:00,2023-04-7 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
190,Men's Golf UofSC vs. Augusta Haskins Award Inv. R3,"Forest Hills Golf Club - Augusta, Ga.",2023-04-2 9:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
191,Women's Volleyball UofSC vs. Clemson,,2023-04-2 00:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
192,Women's Tennis UofSC vs. Missouri,"Columbia, SC",2023-04-2 11:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
193,Softball UofSC vs. Florida,"Columbia, S.C.",2023-04-2 13:00:00,2023-04-2 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
194,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C. ",2023-04-3 9:00:00,2023-04-3 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
195,Women's Golf UofSC vs. TBD,"Lonnie Poole Golf Course - Raleigh, N.C.",2023-04-4 9:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
196,Baseball UofSC vs. North Carolina,"Charlotte, N.C. (Truist Field)",2023-04-4 19:00:00,2023-04-4 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
197,Softball UofSC vs. Alabama,"Tuscaloosa, Ala.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
198,Baseball UofSC vs. LSU,"Columbia, S.C.",2023-04-6 19:00:00,2023-04-6 00:00:00,Athletic Event,https://gamecocksonline.com/all-sports-schedule/
